# E-MU Tracker Pre isochronous capture trace
# nominal_rate_hz=96000 alt=7 bInterval=4 bytes_per_frame=6
usb_frame,requested_bytes,actual_bytes,sample_frames,status
927175584,586,576,96,-536870169
927175585,586,576,96,-536870169
927175586,586,576,96,-536870169
927175587,586,576,96,-536870169
927175588,586,576,96,-536870169
927175589,586,576,96,-536870169
927175590,586,576,96,-536870169
927175591,586,576,96,-536870169
927175592,586,576,96,-536870169
927175593,586,576,96,-536870169
927175594,586,576,96,-536870169
927175595,586,576,96,-536870169
927175596,586,576,96,-536870169
927175597,586,576,96,-536870169
927175598,586,576,96,-536870169
927175599,586,576,96,-536870169
927175600,586,576,96,-536870169
927175601,586,576,96,-536870169
927175602,586,576,96,-536870169
927175603,586,576,96,-536870169
927175604,586,576,96,-536870169
927175605,586,576,96,-536870169
927175606,586,576,96,-536870169
927175607,586,576,96,-536870169
927175608,586,576,96,-536870169
927175609,586,576,96,-536870169
927175610,586,576,96,-536870169
927175611,586,576,96,-536870169
927175612,586,576,96,-536870169
927175613,586,576,96,-536870169
927175614,586,576,96,-536870169
927175615,586,576,96,-536870169
927175616,586,576,96,-536870169
927175617,586,576,96,-536870169
927175618,586,576,96,-536870169
927175619,586,576,96,-536870169
927175620,586,576,96,-536870169
927175621,586,576,96,-536870169
927175622,586,576,96,-536870169
927175623,586,576,96,-536870169
927175624,586,576,96,-536870169
927175625,586,576,96,-536870169
927175626,586,576,96,-536870169
927175627,586,576,96,-536870169
927175628,586,576,96,-536870169
927175629,586,576,96,-536870169
927175630,586,576,96,-536870169
927175631,586,576,96,-536870169
927175632,586,576,96,-536870169
927175633,586,576,96,-536870169
927175634,586,576,96,-536870169
927175635,586,576,96,-536870169
927175636,586,576,96,-536870169
927175637,586,576,96,-536870169
927175638,586,576,96,-536870169
927175639,586,576,96,-536870169
927175640,586,576,96,-536870169
927175641,586,576,96,-536870169
927175642,586,576,96,-536870169
927175643,586,576,96,-536870169
927175644,586,576,96,-536870169
927175645,586,576,96,-536870169
927175646,586,576,96,-536870169
927175647,586,576,96,-536870169
927175648,586,576,96,-536870169
927175649,586,576,96,-536870169
927175650,586,576,96,-536870169
927175651,586,576,96,-536870169
927175652,586,576,96,-536870169
927175653,586,576,96,-536870169
